GeneID,GSM6287835,GSM6287836,GSM6287837,GSM6287838,GSM6287839,GSM6287840,GSM6287841,GSM6287842,GSM6287843,GSM6287844,GSM6287845
221091,0,0,0,0,0,0,0,0,4,0,0
100534595,1568,2207,3812,1988,3197,1456,7182,11077,6828,2631,6720
26580,1147,1913,2253,1220,2664,1156,4163,6265,3559,1311,4686
2785,6,0,12,10,0,18,63,109,31,12,24
221092,1673,2304,3575,2087,3699,2513,6486,8439,9457,3909,5408
283237,142,175,521,307,305,71,1685,2317,1039,324,914
79842,79,19,64,50,124,22,457,514,271,57,177
5436,1110,1843,2461,1352,2685,1249,4686,6515,5235,2069,4199
10629,123,47,395,176,111,139,659,972,643,197,607
374395,335,384,942,423,619,427,2065,2584,2416,812,1654
102465448,7,0,10,6,3,12,17,17,27,3,6
79064,341,467,746,402,876,477,1089,1307,2009,591,1151
10482,1194,2464,3710,2239,2707,1753,11097,14333,5686,2316,6742
102465257,3,0,1,0,0,0,2,1,10,0,9
6811,737,1745,1147,712,1795,1104,2243,3435,3333,1177,1945
105369332,219,547,207,86,707,331,359,459,511,177,461
54663,1029,1573,528,248,1232,898,1245,1580,1523,674,1368
23642,305,213,700,414,345,286,1580,2056,2370,1094,1034
9304,155,41,18,16,0,126,23,29,117,63,8
9298,4,0,14,5,0,0,20,30,36,39,8
9299,2,0,4,3,0,0,10,18,14,12,10
9297,2,0,5,10,0,0,3,20,15,5,13
9300,0,0,0,0,0,0,2,14,8,0,4
9301,0,0,1,0,1,0,6,5,13,10,3
9302,4,0,1,0,1,0,0,1,10,1,2
9303,0,0,1,0,0,0,2,2,3,0,2
6520,2322,2094,7459,4469,2919,1618,39249,72727,12008,4954,15029
1128,0,0,0,0,0,0,0,0,1,0,0
105369333,0,0,0,0,0,0,0,0,0,0,0
9356,0,0,0,0,0,0,0,0,0,0,0
9376,0,0,0,0,0,0,0,1,0,0,0
283238,0,0,0,0,0,0,0,0,0,0,0
387601,0,0,0,0,0,0,0,0,0,0,0
105369334,0,0,0,0,0,0,0,0,0,0,0
387775,0,1,0,1,0,0,0,0,0,0,0
114571,0,0,0,0,0,0,0,0,0,0,0
117245,0,1,0,0,0,1,1,0,0,0,0
85329,0,0,1,3,0,0,2,19,1,0,5
5920,0,0,5,0,0,1,15,35,12,0,4
54979,0,0,0,0,0,0,0,0,0,0,0
11145,82,144,169,198,373,258,395,783,669,256,511
105369335,0,0,0,0,0,0,0,2,0,0,0
107984336,4,0,0,0,0,0,3,2,0,0,0
25923,1076,1500,3068,1678,1600,1241,8935,10052,6651,2665,5445
10313,2860,4804,7989,4913,7635,4689,19612,23947,19248,7187,15194
65998,33,55,46,37,39,42,293,462,339,69,114
144097,109,314,385,199,219,250,832,1420,1034,479,639
2011,290,586,617,350,434,318,1845,3668,1486,673,1264
283248,3,0,0,0,0,0,0,0,2,0,0
79829,157,168,416,269,271,84,842,1589,741,287,743
1351,2774,4875,3270,1588,6284,3414,3440,4132,9866,3568,5047
55611,1095,1676,1998,925,2791,1416,3388,4768,4879,1955,3152
28992,74,148,126,97,175,141,632,833,266,113,244
101927673,6,19,1,1,4,1,20,14,2,0,17
23769,12,23,4,3,0,0,13,9,17,1,1
105369339,1,0,3,6,4,7,6,8,17,12,17
10963,1793,2656,5147,2476,3291,2245,14056,20359,9536,4998,9086
83706,4437,10161,9649,4363,8963,5620,13599,20912,15074,7276,15352
83707,888,3225,940,487,2195,1522,1164,1965,1846,775,1599
84304,437,814,532,256,1188,586,835,1612,1238,351,922
3338,372,466,657,447,995,530,1475,2354,1937,647,1070
7423,3470,6977,4497,3059,11208,6281,7111,11081,10553,3794,6742
2286,1481,5268,1525,594,4348,2426,2001,2045,2612,1098,2919
114841035,1482,5268,1526,596,4348,2426,2007,2050,2622,1100,2922
26472,1203,2137,1449,629,2236,1166,1705,2366,2991,1193,2211
105369340,42,14,26,20,21,12,51,64,57,35,52
5331,374,571,340,201,547,536,767,1397,1399,564,539
572,237,526,173,132,706,450,205,528,715,195,233
56834,396,1024,644,310,890,673,1479,2578,1239,480,1183
50801,0,0,0,0,0,0,0,0,0,0,0
106780802,4,16,0,1,8,1,18,6,22,3,0
25858,4,16,0,1,8,1,18,6,22,3,0
2101,446,675,652,380,911,491,1524,3037,1767,680,1279
51504,1180,1173,2921,1514,2574,1470,5884,7042,6704,2920,5914
25824,4803,10063,4852,2413,11415,5747,6483,8570,11010,4351,6721
102723878,3,0,5,1,0,0,16,18,6,2,5
283234,564,1560,657,351,1632,958,1509,1924,1198,522,1146
102466815,0,0,0,0,0,0,0,0,0,0,0
8986,698,1118,1260,671,1772,860,3234,4794,2784,1080,2093
100302280,0,0,0,0,0,0,0,1,1,0,0
107984366,4,0,8,6,0,0,19,0,0,0,29
105369341,0,0,0,0,0,0,0,0,0,0,0
100996455,1,0,16,5,0,0,44,37,21,0,8
55867,0,0,0,0,1,0,0,0,0,0,0
116085,0,0,0,0,0,2,0,0,0,0,1
9379,0,0,0,2,1,5,5,21,0,0,0
107984337,0,0,0,0,0,0,0,0,0,0,0
10235,5,1,3,0,3,12,1,0,2,1,9
5837,0,46,5,3,1,13,6,8,0,8,0
7536,1150,2346,3099,1689,2316,1730,8202,11969,8129,3855,5448
5871,252,447,537,338,582,371,1325,3296,1294,509,847
4221,235,485,493,281,627,313,1240,1957,1217,441,913
55561,3,0,0,2,2,2,1,27,0,2,7
10938,515,9100,2708,764,1071,2856,2417,3729,2409,5913,6867
113218486,0,2,2,0,0,4,3,7,1,1,4
105369343,0,0,2,0,0,0,0,1,0,0,0
406967,0,0,0,0,0,0,0,1,0,0,0
406970,0,0,0,0,0,0,0,0,0,0,0
23130,228,295,212,151,381,184,590,1231,524,218,414
102466192,0,0,0,0,1,0,0,4,0,0,0
102466727,1,0,0,0,0,0,0,0,0,0,0
5526,139,72,212,80,119,89,575,1027,373,159,317
170589,2,1,0,0,2,4,6,0,4,0,0
283129,0,0,2,0,0,0,0,0,0,0,1
116071,38,20,93,51,78,37,243,357,138,63,185
100528018,212,128,566,329,350,142,1450,2485,926,408,1016
402,508,770,706,423,1067,435,1265,2165,1309,441,1344
102466756,0,0,0,1,0,0,0,0,0,0,0
29907,122,87,284,171,214,77,835,1456,499,236,487
29901,363,648,299,170,800,392,338,546,658,179,357
10004,17,103,6,4,75,27,10,14,9,2,2
113130,70,45,148,183,61,37,145,260,188,87,84
7542,442,1032,450,210,1167,627,795,1363,1519,458,789
100130348,48,209,18,13,180,80,25,47,72,33,34
738,569,1322,864,372,1399,957,1565,2277,1853,762,1549
7108,199,369,652,299,326,187,464,956,429,115,441
741,64,209,100,64,288,240,180,153,285,58,164
2197,6047,13402,6431,3496,20772,9809,11880,14525,18521,7871,11909
740,313,563,1028,395,705,447,2080,2602,1838,902,1390
84447,366,439,1034,495,865,432,2044,3694,2487,1005,1799
102465449,0,0,0,0,0,2,0,0,0,0,0
387778,0,0,3,0,1,0,3,2,0,0,7
728975,35,2,30,11,7,24,65,65,104,26,60
823,680,751,1928,907,1002,651,3399,6219,4292,1536,2599
440044,0,0,4,0,0,1,3,2,0,0,1
23649,262,696,673,304,644,419,1268,1162,1010,428,1495
105369344,24,29,9,5,51,13,25,11,44,24,30
10435,62,1426,88,19,228,762,208,323,197,432,253
5977,309,507,761,374,525,232,2265,4025,2084,908,1265
220359,6,0,0,5,10,11,37,117,15,1,12
283130,419,471,520,210,765,311,1631,1228,1254,316,1165
83786,318,471,607,301,467,215,1127,2104,1609,618,920
107984338,153,224,172,72,175,202,815,1064,319,142,326
283131,10751,12241,27763,16016,17048,10400,60629,61536,72461,26297,58210
693197,31,30,26,13,11,7,31,32,21,1,26
101927789,33,107,62,23,131,50,101,80,140,58,100
105369346,0,0,0,0,0,7,0,0,0,0,0
378938,26950,22161,4918,3073,4560,17405,12381,14544,16036,5146,15975
109136579,26244,21151,4830,3003,4458,16679,12131,14263,15566,4989,15532
109136578,24,12,34,28,37,15,94,79,110,67,124
57410,647,848,1190,567,1128,557,2238,4556,2660,1215,1725
4054,88,128,109,49,165,115,325,538,354,115,162
254100,9,0,10,2,15,9,14,39,22,9,22
10534,311,907,365,161,839,555,607,809,831,394,938
23625,353,612,769,550,664,416,1437,2448,1308,556,1149
254102,1173,2298,4575,2106,1588,1384,8218,14970,5548,3063,7365
10089,7,12,6,7,13,0,4,19,19,5,33
4296,1206,4658,1537,978,2421,1942,3111,5972,2784,1538,2515
399909,751,1354,911,400,1437,996,1857,2421,2379,906,1423
100616292,4,0,2,0,3,0,3,8,2,1,1
6494,719,1388,1341,768,1267,809,2055,5013,1870,742,2090
100616284,0,0,10,6,0,0,16,10,9,9,0
5970,696,2288,1517,765,1715,1352,2538,4329,2968,1788,2458
105369347,59,20,122,66,194,107,330,374,324,71,228
10524,442,765,1118,476,893,486,2252,2975,2404,918,1838
84153,823,1859,1218,660,2567,1432,2006,2694,2382,844,2142
91056,638,1327,1143,716,1171,869,2334,3890,2169,1008,2289
5017,3,0,0,1,24,0,7,8,37,8,2
101927828,0,0,0,0,0,0,0,0,0,0,0
254122,8288,22845,8440,4292,19792,11594,10468,10576,24538,9528,13868
1072,12965,24535,24271,10791,25034,14092,34023,40683,60259,24680,36393
80198,323,614,827,398,490,435,1390,1854,1608,709,1225
30008,50,78,87,88,145,89,188,333,171,79,101
1521,5,27,1,2,28,21,12,26,13,2,2
9158,1158,1661,1604,755,2354,1226,2695,3190,4208,1491,2677
11007,86,304,121,54,367,245,111,151,445,114,128
8061,57,336,68,48,52,78,78,128,128,203,275
83638,561,1004,838,415,1768,814,1320,1191,2164,677,1080
10589,1977,3790,2078,1067,4395,2333,3125,4321,5853,2329,3608
105369349,0,0,0,0,0,0,1,0,0,0,0
105369350,0,0,0,0,0,0,0,0,0,0,0
254187,1,1,4,3,5,1,0,15,13,1,29
9092,1120,1184,1453,741,2408,1207,2520,3947,3794,1545,2380
84285,413,1139,766,409,1415,791,1969,2888,2076,1063,1365
8815,1569,1647,4017,1965,3654,1596,6462,6723,8711,3469,7374
1474,9,13,0,4,28,12,3,10,10,7,3
117144,52,40,77,39,194,116,148,199,141,45,192
89792,0,0,1,0,0,0,0,0,0,0,0
10992,1953,2305,4918,2291,3682,2018,10535,15922,10639,4334,7731
109616986,0,0,0,0,0,0,0,0,2,0,0
55690,707,1529,1039,640,1610,1077,3167,7176,2018,823,1552
105369354,0,0,0,0,13,2,0,0,16,1,6
64837,33,121,65,38,21,60,203,624,191,100,104
105369352,14,20,12,1,4,10,59,160,37,34,39
105369351,1,1,2,0,3,4,2,4,5,0,2
81876,2118,4214,2688,1546,5736,3180,4443,6878,8981,3647,4327
107984340,42,22,208,77,20,21,431,913,534,255,287
254263,0,0,0,0,0,0,9,3,4,0,3
10897,772,1391,1049,431,1471,898,1612,2091,2588,1033,1778
256472,0,0,0,3,15,5,1,20,12,1,4
57124,1,0,0,0,10,1,0,0,2,0,0
9610,194,191,70,68,784,246,205,671,402,125,209
25855,1146,3104,1552,804,3313,1824,2559,4262,3695,1507,2910
11041,293,440,656,680,764,539,2544,4075,1361,324,1359
102724064,5,12,20,6,8,2,43,68,28,6,27
100189285,1,0,1,3,15,0,11,9,0,0,5
3177,60,137,162,85,109,34,202,540,190,63,199
266743,0,0,0,0,0,0,0,0,12,0,0
65003,967,1478,1448,671,2096,1258,2519,2509,3018,1108,2783
246330,68,115,69,50,175,93,792,2322,206,78,264
101928069,5,15,15,4,65,27,51,132,62,10,45
10072,901,1274,2096,900,1174,867,3714,4521,3213,1431,4335
582,52,103,124,90,67,50,390,504,428,164,273
254359,455,1195,630,331,1005,737,1035,1268,1537,488,1057
89,0,0,0,0,0,0,1,0,0,0,0
8722,0,0,0,0,1,1,0,0,0,0,0
55231,0,0,8,4,15,0,15,25,32,11,0
9973,598,1726,719,466,2288,1189,1340,2073,2105,714,1377
100526737,390,1059,450,240,916,605,762,873,1544,626,727
10432,780,1725,965,645,1620,995,1989,2271,3994,1727,2037
5936,446,1126,651,329,980,653,1168,1380,2114,912,1061
83759,148,89,412,214,144,129,1021,1080,1006,414,804
6712,28,5,20,8,48,20,161,339,41,24,26
79703,148,234,284,172,368,191,648,1078,981,342,453
9986,220,357,372,208,645,348,871,1501,1003,376,611
5091,795,991,914,539,1223,865,1216,3090,2148,761,954
78999,237,509,231,137,562,319,572,813,673,243,382
100423029,1,0,0,0,0,0,0,1,0,0,0
105369355,5,0,1,1,1,19,0,3,7,1,2
254439,0,0,0,0,0,0,0,0,0,0,0
91683,3,0,0,0,2,1,0,0,0,0,0
102465518,0,0,0,0,0,1,0,0,0,0,0
29984,0,0,0,0,0,0,0,6,0,0,5
107984341,0,0,0,0,0,0,0,0,7,0,11
22992,987,1221,2089,1120,1396,1063,5858,9381,4671,1859,4022
156,978,1633,1776,834,1580,1392,4112,9002,4061,1713,2784
338692,561,682,795,514,946,512,1232,2543,2062,738,1160
54961,112,96,202,145,324,80,611,970,638,202,279
100130987,0,0,2,2,0,0,8,15,11,0,9
57804,3072,7106,4272,2175,6918,3552,6650,7514,7734,2684,7714
23529,32,20,14,9,17,19,13,16,134,48,11
5883,679,1413,751,377,1811,946,1143,1788,1516,510,1175
5499,2357,2939,4552,2673,5022,2727,8203,13689,10905,4737,7274
374403,80,222,38,14,200,88,29,66,124,26,45
57571,13,6,20,3,31,5,26,27,79,26,36
6199,751,1563,867,443,1855,1056,1262,2013,2856,1099,1375
57175,1254,1069,3296,1660,1863,1115,5556,12172,7165,2595,4483
5790,40,30,31,18,35,13,34,44,130,13,39
390212,0,0,1,0,0,0,1,2,2,0,1
57010,28,34,70,33,70,8,96,137,198,59,78
80194,564,823,506,252,1146,597,828,1209,2053,652,813
9049,656,1045,1162,703,1507,771,2583,4080,2564,888,2038
102465450,2,13,3,2,13,2,8,12,18,1,8
9600,192,318,331,228,326,290,724,2197,823,443,568
10263,714,1234,1128,500,1969,1033,1395,2004,2903,872,2059
51475,0,0,0,0,2,0,0,0,0,0,0
2950,12503,28051,17223,8524,35034,18251,27877,33848,34186,14068,34239
100505621,0,0,9,1,0,4,20,59,5,0,4
4723,2868,6133,4010,2226,7014,3877,7019,10975,7870,3083,6934
390213,0,26,6,6,0,12,15,21,20,4,5
254552,64,80,74,36,190,48,97,142,127,33,80
347853,0,0,0,0,0,0,0,0,0,0,0
91703,0,0,0,0,0,0,5,0,0,0,0
222,0,0,0,0,2,0,0,2,1,0,4
105369358,0,0,0,0,0,0,0,0,0,0,0
105379406,0,0,0,0,0,0,0,0,0,0,0
645332,21,43,47,18,79,42,111,111,138,50,85
105369360,0,0,0,0,0,0,0,0,0,0,0
112268076,0,0,3,1,0,0,0,0,0,12,1
81622,792,1354,2007,1027,1984,1175,3905,8178,3979,1234,2407
221,1565,2131,3648,1826,3373,1516,9233,11438,6961,2088,5818
4728,1917,5316,1864,860,6054,3177,2777,3572,5064,1804,3629
102465669,1,1,5,2,20,6,5,15,7,0,9
100616403,10,0,4,1,25,0,16,5,42,2,24
10312,5140,14340,6400,3311,10383,6291,10960,19951,13137,4503,10573
102465451,1,0,2,2,0,0,6,15,0,0,4
1119,388,310,1071,607,676,316,2795,5287,1542,564,1528
105369362,0,0,0,8,0,4,7,8,2,0,6
51111,401,211,702,287,582,402,1781,2009,2080,948,1093
53838,353,617,446,204,744,500,842,1424,1448,640,707
105369363,0,0,2,0,0,0,21,26,26,8,14
4041,54,17,27,11,28,34,106,317,131,37,26
55291,645,1041,992,509,967,704,2519,3188,2158,1225,1750
107984343,21,25,11,2,37,11,20,22,75,28,16
51083,109,143,39,14,146,121,63,52,335,111,77
9633,1,0,17,7,24,0,17,60,40,6,22
1374,544,651,1101,721,807,483,6909,9180,3832,1165,2242
105369364,55,147,43,42,252,109,124,200,328,19,60
219927,798,1405,1178,662,1808,928,1935,2402,3357,1305,2491
3508,197,456,407,171,562,279,885,1752,927,464,694
116512,0,0,0,0,0,0,0,0,0,0,0
116535,3,20,0,2,0,2,0,6,5,3,3
101928200,0,0,0,0,12,0,0,5,0,0,0
219931,406,463,838,380,731,645,1637,3258,1699,756,1247
100422846,0,0,0,0,0,0,0,0,0,0,0
107984344,71,112,103,84,185,213,182,265,322,156,174
338694,0,0,0,0,0,0,0,3,0,5,0
107984345,3,0,16,14,11,1,235,319,46,7,18
105369366,0,0,0,0,0,9,10,13,0,0,3
105369367,0,0,0,0,0,0,0,0,0,0,0
105369368,0,0,0,0,0,0,1,0,0,0,0
26579,0,11,3,2,0,0,10,6,0,0,15
105369370,0,0,8,0,0,0,0,1,13,3,0
102724265,0,16,11,3,11,0,5,0,18,0,13
105379407,0,0,0,0,0,0,0,0,0,0,0
101928292,0,0,0,0,0,0,0,0,0,0,0
595,524,1661,833,471,822,821,1076,2094,1235,818,1213
220064,129,211,362,150,292,187,698,816,822,277,427
9965,0,1,0,0,0,0,0,0,1,0,0
2249,0,0,0,0,0,0,0,0,0,0,0
2248,0,0,0,0,0,0,0,0,0,0,0
107984368,0,0,0,0,0,0,0,0,0,0,0
107984355,0,0,0,0,0,0,0,0,0,0,0
101928443,0,0,0,0,0,0,0,0,0,0,0
105369371,0,0,0,0,0,0,0,0,0,0,0
100009613,0,0,0,0,0,0,0,0,0,0,0
55107,0,0,0,0,1,1,0,0,0,0,0
105369372,0,0,0,0,0,0,0,0,0,0,0
101928473,0,0,0,0,0,0,0,0,0,0,0
8772,350,215,1010,478,711,202,2453,2453,2295,743,1951
8500,254,222,730,428,267,312,2338,4181,1514,620,1104
100313770,0,0,0,0,0,0,0,0,0,0,0
107984346,5,0,9,3,0,0,40,100,0,4,1
105369373,12,0,2,1,5,0,16,36,3,0,1
107984347,23,2,36,9,5,31,90,284,54,18,47
2017,248,265,427,147,307,172,991,1462,848,335,928
22941,0,0,0,0,0,3,0,0,0,1,0
100874198,0,0,0,0,0,0,0,0,0,0,0
220070,0,0,0,0,0,0,0,0,0,0,0
100500844,0,0,0,0,0,0,0,0,0,0,0
399923,0,0,0,0,0,0,0,0,0,0,0
1717,347,374,1672,692,331,143,408,895,770,340,857
55191,1165,2560,1419,799,3270,1761,2021,3195,4346,1807,2079
102466728,0,0,0,0,0,0,2,2,1,0,0
440050,0,0,0,0,0,0,0,7,0,0,1
57830,0,0,3,5,1,0,0,1,0,0,0
3846,7,0,11,4,2,0,18,17,15,10,17
387273,19,0,7,2,26,0,15,27,17,6,17
440051,2,0,1,9,7,0,30,10,7,0,0
105379409,5,10,1,1,0,0,10,4,7,5,3
55199,47,146,140,60,109,107,139,251,384,112,206
285407,7,0,5,4,0,0,28,42,10,0,12
100131539,0,0,2,0,0,0,26,8,1,5,9
245911,0,0,0,0,0,0,0,0,0,0,0
100133315,13,0,8,6,6,8,17,33,28,4,41
100129216,0,0,0,0,0,8,5,2,0,0,1
55298,285,834,812,458,667,453,2156,2941,1772,681,1770
10068,2398,2945,4651,1938,4447,2777,10869,5296,17414,7379,9386
4926,1340,1309,1836,939,2370,1341,4543,7286,4786,1438,2878
100128494,100,162,41,26,43,90,270,729,97,41,86
100422953,0,0,0,0,0,0,0,0,0,0,0
220074,618,1077,925,422,1537,667,1277,1280,1944,701,1323
55004,3834,5375,6106,3222,9875,4126,8339,11025,12993,4656,10001
25906,596,1029,775,352,1530,698,850,657,1878,684,1140
2352,2,0,1,0,4,0,14,0,20,1,4
2348,40,13,150,8,21,5,31,32,266,0,8
2350,5678,7151,13404,10490,11060,4922,24528,30011,18085,6575,18009
3636,903,1054,1308,666,1164,734,2760,6937,3000,1081,1700
401,24,77,9,3,52,59,13,14,32,2,14
81570,509,1047,1359,696,952,558,2426,3968,1734,627,3208
112268077,1,0,0,0,0,2,0,0,0,0,11
105369376,8,0,1,4,11,4,2,27,3,0,0
101928555,3,0,0,0,7,2,9,0,3,34,0
5138,34,22,18,12,40,22,69,287,156,76,35
105369378,5,13,3,6,76,24,5,8,15,14,13
105369377,0,0,0,0,0,0,0,0,0,0,0
406931,0,0,0,0,0,0,0,0,0,0,0
105369379,6,0,5,5,0,6,50,45,6,6,19
116985,4888,8872,12756,6631,11583,6248,32330,60741,13481,6010,22611
100506020,35,39,75,33,2,54,331,841,77,34,118
10809,190,351,562,331,488,500,1314,2335,1146,597,993
100616410,0,0,0,0,0,0,0,0,0,0,0
105369380,18,5,18,14,21,22,53,33,24,18,28
107984421,6,12,39,16,11,26,198,187,43,13,42
89849,739,868,1249,773,1512,1016,4447,5581,3172,1156,2139
9873,342,392,1067,654,504,318,3192,5654,1915,818,2104
105369381,3,0,25,2,4,0,16,46,17,5,7
5029,17,31,31,47,135,21,131,268,255,84,59
105369382,0,0,0,0,0,0,0,1,0,0,0
5031,299,742,1171,611,778,368,1996,3304,1376,441,2804
9828,161,137,118,98,195,70,1121,2336,570,71,263
100287837,0,0,4,1,9,0,28,12,9,0,2
84957,375,710,2035,783,691,505,3155,6205,1994,1120,4487
23201,493,872,1469,616,644,532,3099,4301,2996,1473,3007
58473,8,0,35,37,5,0,82,130,42,9,116
5870,1208,990,3299,1545,1593,866,8853,10868,9257,4125,5526
51642,274,453,641,385,518,293,1205,1175,1729,509,1048
51287,396,546,1074,540,875,646,1255,1148,2605,1158,1731
80227,330,288,849,486,588,308,2352,2674,1574,545,1319
374407,0,0,7,0,1,1,9,19,0,1,3
7351,4367,10293,13379,4463,9351,4871,23788,26701,19607,6757,23269
7352,52,14,33,25,25,16,157,229,121,15,49
26005,156,97,318,166,172,82,962,1573,562,206,399
51400,325,446,758,398,563,219,2529,4015,1758,716,1381
105369383,2,0,2,0,0,2,0,0,2,1,4
283208,29,27,40,49,50,14,119,125,77,34,25
101928580,0,0,0,0,0,0,0,0,0,0,0
112268078,0,0,0,0,0,0,0,0,0,0,0
283209,127,157,187,85,121,119,960,887,592,195,368
100616215,0,0,0,0,0,0,0,0,0,0,0
10008,721,446,2432,1652,992,412,6165,7389,4473,1143,3641
387787,60,52,118,79,55,58,310,496,405,87,179
100287896,21,13,84,47,3,27,442,345,194,55,217
105369386,0,0,0,0,0,0,0,0,0,0,0
10714,319,419,633,366,381,177,1833,2229,2328,856,1143
25884,8,0,14,6,1,23,13,21,22,8,20
100616402,0,0,0,0,0,0,0,0,0,0,0
254225,228,253,301,196,400,176,1260,2302,686,335,498
143570,177,235,298,220,420,202,1043,1796,689,278,534
107984352,0,0,3,7,0,12,23,9,0,0,8
9789,835,1109,2925,1536,1837,1054,6365,7160,6082,2740,5393
10825,963,1369,2435,1255,1826,964,3462,3900,4235,1673,3801
341152,25,0,35,16,12,0,305,223,20,0,84
107984358,26,1622,26,7,121,421,36,18,18,30,138
11309,3350,3534,14494,8264,3059,2022,25605,59179,17266,6105,20823
105369388,1116,1412,4507,2874,2127,877,5275,9168,6538,2169,6653
100507050,21,8,152,113,85,7,296,560,210,50,264
408,2092,3835,4115,2181,4069,2627,8094,13622,8245,3305,7173
442900,8,0,0,0,0,0,0,0,0,0,0
6188,18973,32252,30922,17516,53783,26341,60031,70353,71970,28969,52561
6079,42,23,5,0,1,48,0,2,0,3,7
114599,164,494,5,16,35,411,14,28,54,52,77
283212,16,28,10,11,40,12,18,60,79,13,38
81544,48,42,37,5,90,21,79,143,95,27,45
105369389,0,0,0,0,0,0,0,0,5,0,0
871,437,712,1317,639,824,588,2755,4112,3362,1698,2161
105369391,0,3,7,2,16,15,15,2,23,22,39
4135,6,0,0,0,1,0,6,11,0,4,0
105369392,0,0,0,0,0,0,0,0,0,2,0
80168,0,0,0,0,0,0,0,0,0,0,0
105369393,0,0,0,0,0,0,0,0,0,0,0
283214,0,0,0,0,0,0,0,0,0,0,0
84649,66,114,48,21,79,51,124,83,79,89,97
100506113,0,0,0,3,0,0,12,24,8,0,10
7405,216,203,826,533,265,270,3240,5071,1232,554,1361
7481,4,9,0,0,0,3,1,6,23,0,6
112268079,5,4,4,4,31,18,9,5,27,13,23
107984359,0,0,0,0,0,0,0,0,13,0,0
100189072,0,0,0,0,0,0,0,0,0,7,0
100189224,1,0,0,0,0,1,0,0,0,0,0
105369395,0,0,0,0,0,0,0,0,0,0,0
5612,237,367,1014,528,450,178,2949,3262,3271,1452,1747
100506127,35,0,21,27,27,8,273,238,177,14,96
56946,126,115,235,127,196,93,781,1008,581,222,400
101928813,15,7,7,4,63,20,54,26,49,42,22
2615,8,235,2,0,15,123,10,3,16,236,22
107984360,2,0,0,0,0,5,0,0,0,5,0
390226,0,0,0,1,7,0,12,16,16,0,5
105369397,2,0,41,8,21,4,45,44,51,19,60
25987,253,333,1717,982,702,449,9140,20310,1400,763,5285
101928837,6,4,40,17,22,15,102,67,43,10,75
55331,802,1697,2476,1500,1715,1027,6297,10040,4257,1670,4669
192134,0,0,0,0,0,0,0,1,0,0,0
105369399,0,0,0,0,0,0,0,0,0,0,0
105369400,0,0,0,0,0,0,0,0,0,0,0
726,68,31,337,208,234,48,4994,7292,598,151,1063
4975,0,0,0,1,0,0,15,3,0,1,7
4647,585,616,1160,874,694,500,983,2204,1592,607,1356
220032,18,0,16,16,0,17,5,29,51,28,4
5058,704,679,2184,1178,1064,578,4363,6629,4404,1315,3146
646029,0,0,0,0,0,0,0,1,0,0,0
282679,22,8,40,20,32,1,96,118,142,51,95
1207,555,551,2187,1026,844,647,5547,6178,4281,1592,3772
107984369,3,0,0,0,0,0,0,0,0,0,3
51773,514,846,794,376,937,525,2162,3331,1526,621,1194
28971,567,1185,922,468,1489,776,1449,1198,1797,853,1592
92105,290,244,632,346,674,324,1798,2381,1446,625,1087
100532726,632,887,1259,705,1318,649,2139,2363,3447,1367,2188
65987,1,0,5,4,3,0,21,17,34,13,15
7069,4,3,3,1,3,4,0,2,2,1,3
4718,792,1172,1687,997,1752,891,2711,2762,4828,1804,3004
105369401,0,0,0,0,0,0,0,0,0,0,0
79053,406,671,1327,724,905,554,3182,3496,2778,1058,2257
100289388,10,0,27,12,8,0,106,141,43,17,41
283219,209,274,398,234,263,174,1014,1589,846,367,719
57558,78,161,157,92,76,19,487,760,280,113,286
9846,852,752,1200,752,1139,767,5425,12151,2565,1112,1831
105369402,18,17,13,2,0,0,0,0,12,1,7
101928865,2,12,0,0,0,0,17,5,11,3,7
79731,129,85,416,256,140,121,1379,2020,1064,387,694
105369403,5,0,4,0,8,0,0,8,3,0,1
101928896,1,0,0,0,0,0,5,0,0,0,0
26011,28,83,47,29,327,151,104,116,267,98,40
100126333,0,0,0,0,0,0,0,0,0,0,0
100847000,0,0,0,0,0,0,0,0,0,0,0
105369405,0,0,0,0,0,0,0,0,0,0,0
107984424,0,0,0,0,0,0,0,0,0,0,0
105369406,0,0,0,0,0,0,0,0,0,0,0
105369408,0,0,0,0,0,0,0,0,0,0,0
105369409,0,0,0,0,0,0,0,0,0,0,0
101928944,0,0,0,0,0,0,0,0,0,0,0
101928989,0,0,0,0,0,0,0,0,0,0,0
100422823,0,0,0,0,0,0,0,0,0,0,0
107984423,0,0,0,0,0,0,0,0,0,0,0
105369410,0,0,0,0,0,0,0,0,0,0,0
220382,0,0,3,0,2,0,0,2,4,0,8
105369413,8,0,0,0,6,0,0,11,2,12,3
5547,2943,3583,7036,4909,7568,4180,16921,26825,20246,8145,9961
220042,13,0,62,35,19,6,144,212,107,39,68
27314,39,8,67,36,84,60,206,180,282,109,169
100379250,0,0,0,0,0,0,0,0,0,0,0
100506233,97,100,206,75,155,101,197,125,878,370,341
51585,405,228,689,386,153,127,2256,3730,1791,750,993
100506282,41,35,180,103,68,20,435,554,377,146,265
106736475,37,32,55,28,44,27,138,118,210,74,94
338699,107,97,357,280,317,213,984,1516,1064,515,715
60492,284,477,1151,616,532,298,3652,4750,2983,1488,2293
105369420,0,0,0,0,0,0,0,0,1,0,0
1740,0,0,4,6,2,19,45,65,30,11,8
107984425,0,0,0,0,0,0,3,1,0,0,0
101929043,0,0,0,0,0,0,0,0,0,0,0
